M,S,Tirr,L,Tphot,Rphot,Pphot,Tdm,Prcb
29.0,5.549999999999991,912.0,2.66088089057021e+21,914.2722272175844,5.960896171610762,0.0006276901185401,0.0,0.0
29.0,5.549999999999991,1442.0,2.4454019067784903e+21,1445.591202615155,6.531974794337399,0.0013488952638837,0.0,0.0
29.0,5.549999999999991,2039.0,2.2661684728058505e+21,2044.374666212748,6.794269560210057,0.0294458974288756,0.0,0.0
29.0,5.549999999999991,2884.0,1.6547572653971116e+21,2891.1823732723337,8.916608841208147,0.0082135409056268,0.0,0.0
29.0,5.599999999999991,288.0,3.18836302702076e+21,289.12220660072586,5.353797796331316,0.0009335041641087,8.916658488219449e+31,184596.8766626032
29.0,5.599999999999991,912.0,2.7612308861736263e+21,914.2722298174313,5.979343775168424,0.0006238842653659,0.0,0.0
29.0,5.599999999999991,1442.0,2.5450941387092226e+21,1445.5912031983507,6.550330883547688,0.0013462914087925,0.0,0.0
29.0,5.599999999999991,2039.0,2.3826185341758624e+21,2044.3746664430544,6.810751543466403,0.0293053973896331,0.0,0.0
29.0,5.599999999999991,2884.0,1.7713264813268552e+21,2891.182373319714,8.941517134477825,0.0081843506442857,0.0,0.0
29.0,5.649999999999991,288.0,3.450468006674436e+21,289.12250850652634,5.367262394128405,0.0009285570798375,1.0931418794045444e+32,155998.38069125565
29.0,5.649999999999991,912.0,2.8615808817770434e+21,914.272232417278,5.997791378726085,0.0006200784121916,0.0,0.0
29.0,5.649999999999991,1442.0,2.666278256595039e+21,1445.591203889935,6.568593723083563,0.0013437711288129,0.0,0.0
29.0,5.649999999999991,2039.0,2.4990685955458744e+21,2044.3746666733616,6.8272335267227495,0.0291648973503906,0.0,0.0
29.0,5.649999999999991,2884.0,1.887895697256599e+21,2891.182373367094,8.966425427747504,0.0081551603829445,0.0,0.0
29.0,5.69999999999999,288.0,3.7125729863281127e+21,289.1228104123268,5.380726991925494,0.0009236099955662,1.294617909987144e+32,127399.8847199081
29.0,5.69999999999999,912.0,2.96193087738046e+21,914.2722350171248,6.016238982283746,0.0006162725590174,0.0,0.0
29.0,5.69999999999999,1442.0,2.787462374480856e+21,1445.5912045815196,6.586856562619436,0.0013412508488333,0.0,0.0
29.0,5.69999999999999,2039.0,2.6294770134084905e+21,2044.374666927491,6.843082319053453,0.0290325913684836,0.0,0.0
29.0,5.69999999999999,2884.0,2.0044649131863428e+21,2891.1823734144746,8.991333721017183,0.0081259701216034,0.0,0.0
29.0,5.74999999999999,288.0,3.985441107373279e+21,289.1231241826924,5.394558016929774,0.0009185387704711,1.4982948036060938e+32,97821.83966353472
29.0,5.74999999999999,912.0,3.0622808729838766e+21,914.2722376169718,6.034686585841408,0.0006124667058432,0.0,0.0
29.0,5.74999999999999,1442.0,2.908646492366673e+21,1445.5912052731042,6.605119402155311,0.0013387305688538,0.0,0.0
29.0,5.74999999999999,2039.0,2.766190138978379e+21,2044.374667192381,6.85864511183176,0.0289039864767777,0.0,0.0
29.0,5.74999999999999,2884.0,2.130950880160103e+21,2891.182373463574,9.02043291065764,0.0080926478014086,0.0,0.0
29.0,5.79999999999999,288.0,4.4601389214793314e+21,289.1236604365737,5.415260259923906,0.0009111396651144,1.7432421307294164e+32,49875.35699422018
29.0,5.79999999999999,912.0,3.1626308685872937e+21,914.2722402168188,6.053134189399069,0.0006086608526689,0.0,0.0
29.0,5.79999999999999,1442.0,3.0298306102524893e+21,1445.5912059646887,6.623382241691186,0.0013362102888742,0.0,0.0
29.0,5.79999999999999,2039.0,2.902903264548268e+21,2044.37466745727,6.874207904610068,0.0287753815850718,0.0,0.0
29.0,5.79999999999999,2884.0,2.2599777792289407e+21,2891.1823735131147,9.05060591802816,0.008058266739201,0.0,0.0
29.0,5.84999999999999,288.0,4.934836735585384e+21,289.12419669045505,5.435962502918038,0.0009037405597578,1.988189457852739e+32,1928.874324905628
29.0,5.84999999999999,912.0,3.304101509717587e+21,914.2722438097102,6.072966765474686,0.0006047772877686,1.249353748693256e+31,17792.031040097456
